"Pair.Name","Ligand.ApprovedSymbol","Receptor.ApprovedSymbol","Mouse_LigandSym","Mouse_RecSym","Mouse.Pairs"
"Il21_Il2rg","Il21","Il2rg","Il21","Il2rg","Il21_Il2rg"
"Il21_Il2rg","Il21","Il2rg","Il21","Gm20489","Il21_Gm20489"
"Il22_Il10ra","Il22","Il10ra","Il22","Il10ra","Il22_Il10ra"
"Il22_Il10ra","Il22","Il10ra","Iltifb","Il10ra","Iltifb_Il10ra"
"Il22_Il10rb","Il22","Il10rb","Il22","Il10rb","Il22_Il10rb"
"Il22_Il10rb","Il22","Il10rb","Il22","Gm21970","Il22_Gm21970"
"Il22_Il10rb","Il22","Il10rb","Iltifb","Il10rb","Iltifb_Il10rb"
"Il22_Il10rb","Il22","Il10rb","Iltifb","Gm21970","Iltifb_Gm21970"
"Il22_Il21r","Il22","Il21r","Il22","Il21r","Il22_Il21r"
"Il22_Il21r","Il22","Il21r","Iltifb","Il21r","Iltifb_Il21r"
"Il22_Il22ra1","Il22","Il22ra1","Il22","Il22ra1","Il22_Il22ra1"
"Il22_Il22ra1","Il22","Il22ra1","Iltifb","Il22ra1","Iltifb_Il22ra1"
"Il22_Il22ra2","Il22","Il22ra2","Il22","Il22ra2","Il22_Il22ra2"
"Il22_Il22ra2","Il22","Il22ra2","Iltifb","Il22ra2","Iltifb_Il22ra2"
"Il23a_Il12rb1","Il23a","Il12rb1","Il23a","Il12rb1","Il23a_Il12rb1"
"Il23a_Il23r","Il23a","Il23r","Il23a","Il23r","Il23a_Il23r"
"Il24_Il20ra","Il24","Il20ra","Il24","Il20ra","Il24_Il20ra"
"Il24_Il20rb","Il24","Il20rb","Il24","Il20rb","Il24_Il20rb"
"Il24_Il22ra1","Il24","Il22ra1","Il24","Il22ra1","Il24_Il22ra1"
"Il25_Il17rb","Il25","Il17rb","Il25","Il17rb","Il25_Il17rb"
"Il26_Il20ra","Il26","Il20ra",NA,"Il20ra","NA_Il20ra"
"Il27_Il27ra","Il27","Il27ra","Il27","Il27ra","Il27_Il27ra"
"Il2_Cd53","Il2","Cd53","Il2","Cd53","Il2_Cd53"
"Il2_Gype","Il2","Gype","Il2",NA,"Il2_NA"
"Il2_Il2ra","Il2","Il2ra","Il2","Il2ra","Il2_Il2ra"
"Il2_Il2rb","Il2","Il2rb","Il2","Il2rb","Il2_Il2rb"
"Il2_Il2rg","Il2","Il2rg","Il2","Il2rg","Il2_Il2rg"
"Il2_Il2rg","Il2","Il2rg","Il2","Gm20489","Il2_Gm20489"
"Il2_Ngfr","Il2","Ngfr","Il2","Ngfr","Il2_Ngfr"
"Il31_Il31ra","Il31","Il31ra","Il31","Il31ra","Il31_Il31ra"
"Il31_Osmr","Il31","Osmr","Il31","Osmr","Il31_Osmr"
"Il34_Csf1r","Il34","Csf1r","Il34","Csf1r","Il34_Csf1r"
"Il3_Csf2rb","Il3","Csf2rb",NA,"Csf2rb","NA_Csf2rb"
"Il3_Csf2rb","Il3","Csf2rb",NA,"Csf2rb2","NA_Csf2rb2"
"Il3_Il3ra","Il3","Il3ra",NA,"Il3ra","NA_Il3ra"
"Il4_Cd53","Il4","Cd53","Il4","Cd53","Il4_Cd53"
"Il4_Il13ra1","Il4","Il13ra1","Il4","Il13ra1","Il4_Il13ra1"
"Il4_Il13ra2","Il4","Il13ra2","Il4","Il13ra2","Il4_Il13ra2"
"Il4_Il2rg","Il4","Il2rg","Il4","Il2rg","Il4_Il2rg"
"Il4_Il2rg","Il4","Il2rg","Il4","Gm20489","Il4_Gm20489"
"Il4_Il4r","Il4","Il4r","Il4","Il4ra","Il4_Il4ra"
"Il5_Csf2rb","Il5","Csf2rb","Il5","Csf2rb","Il5_Csf2rb"
"Il5_Csf2rb","Il5","Csf2rb","Il5","Csf2rb2","Il5_Csf2rb2"
"Il5_Il5ra","Il5","Il5ra","Il5","Il5ra","Il5_Il5ra"
"Il6_F3","Il6","F3","Il6","F3","Il6_F3"
"Il6_Il6r","Il6","Il6r","Il6","Il6ra","Il6_Il6ra"
"Il6_Il6st","Il6","Il6st","Il6","Il6st","Il6_Il6st"
"Il7_Il2rg","Il7","Il2rg","Il7","Il2rg","Il7_Il2rg"
"Il7_Il2rg","Il7","Il2rg","Il7","Gm20489","Il7_Gm20489"
"Il7_Il7r","Il7","Il7r","Il7","Il7r","Il7_Il7r"
"Il8_Cd79a","Il8","Cd79a",NA,"Cd79a","NA_Cd79a"
"Il8_Cxcr1","Il8","Cxcr1",NA,"Cxcr1","NA_Cxcr1"
"Il8_Cxcr2","Il8","Cxcr2",NA,"Cxcr2","NA_Cxcr2"
"Il8_Darc","Il8","Darc",NA,NA,"NA_NA"
"Il8_Kdr","Il8","Kdr",NA,"Kdr","NA_Kdr"
"Il8_Sdc1","Il8","Sdc1",NA,"Sdc1","NA_Sdc1"
"Il8_Sdc2","Il8","Sdc2",NA,"Sdc2","NA_Sdc2"
"Il8_Sdc3","Il8","Sdc3",NA,"Sdc3","NA_Sdc3"
"Il9_Il2rg","Il9","Il2rg","Il9","Il2rg","Il9_Il2rg"
"Il9_Il2rg","Il9","Il2rg","Il9","Gm20489","Il9_Gm20489"
"Il9_Il9r","Il9","Il9r","Il9","Il9r","Il9_Il9r"
"Inha_Acvr1","Inha","Acvr1","Inha","Acvr1","Inha_Acvr1"
"Inha_Acvr1b","Inha","Acvr1b","Inha","Acvr1b","Inha_Acvr1b"
"Inha_Acvr2a","Inha","Acvr2a","Inha","Acvr2a","Inha_Acvr2a"
"Inha_Acvr2b","Inha","Acvr2b","Inha","Acvr2b","Inha_Acvr2b"
"Inha_Tgfbr3","Inha","Tgfbr3","Inha","Tgfbr3","Inha_Tgfbr3"
"Inhba_Acvr1","Inhba","Acvr1","Inhba","Acvr1","Inhba_Acvr1"
"Inhba_Acvr1b","Inhba","Acvr1b","Inhba","Acvr1b","Inhba_Acvr1b"
"Inhba_Acvr2a","Inhba","Acvr2a","Inhba","Acvr2a","Inhba_Acvr2a"
"Inhba_Acvr2b","Inhba","Acvr2b","Inhba","Acvr2b","Inhba_Acvr2b"
"Inhba_Bambi","Inhba","Bambi","Inhba","Bambi","Inhba_Bambi"
"Inhba_Eng","Inhba","Eng","Inhba","Eng","Inhba_Eng"
"Inhba_Tgfbr3","Inhba","Tgfbr3","Inhba","Tgfbr3","Inhba_Tgfbr3"
"Inhbb_Acvr1","Inhbb","Acvr1","Inhbb","Acvr1","Inhbb_Acvr1"
"Inhbb_Acvr1b","Inhbb","Acvr1b","Inhbb","Acvr1b","Inhbb_Acvr1b"
"Inhbb_Acvr1c","Inhbb","Acvr1c","Inhbb","Acvr1c","Inhbb_Acvr1c"
"Inhbb_Acvr2a","Inhbb","Acvr2a","Inhbb","Acvr2a","Inhbb_Acvr2a"
"Inhbb_Acvr2b","Inhbb","Acvr2b","Inhbb","Acvr2b","Inhbb_Acvr2b"
"Inhbc_Acvr1","Inhbc","Acvr1","Inhbc","Acvr1","Inhbc_Acvr1"
"Inhbc_Acvr1b","Inhbc","Acvr1b","Inhbc","Acvr1b","Inhbc_Acvr1b"
"Inhbc_Acvr2a","Inhbc","Acvr2a","Inhbc","Acvr2a","Inhbc_Acvr2a"
"Inhbc_Acvr2b","Inhbc","Acvr2b","Inhbc","Acvr2b","Inhbc_Acvr2b"
"Inhbe_Acvr1","Inhbe","Acvr1","Inhbe","Acvr1","Inhbe_Acvr1"
"Inhbe_Acvr1b","Inhbe","Acvr1b","Inhbe","Acvr1b","Inhbe_Acvr1b"
"Inhbe_Acvr2a","Inhbe","Acvr2a","Inhbe","Acvr2a","Inhbe_Acvr2a"
"Inhbe_Eng","Inhbe","Eng","Inhbe","Eng","Inhbe_Eng"
"Insl3_Rxfp2","Insl3","Rxfp2","Insl3","Rxfp2","Insl3_Rxfp2"
"Insl5_Rxfp3","Insl5","Rxfp3","Insl5","Rxfp3","Insl5_Rxfp3"
"Insl5_Rxfp4","Insl5","Rxfp4","Insl5","Rxfp4","Insl5_Rxfp4"
"Ins_Igf1r","Ins","Igf1r","Ins1","Igf1r","Ins1_Igf1r"
"Ins_Igf1r","Ins","Igf1r","Ins2","Igf1r","Ins2_Igf1r"
"Ins_Insr","Ins","Insr","Ins1","Insr","Ins1_Insr"
"Ins_Insr","Ins","Insr","Ins2","Insr","Ins2_Insr"
"Ins_Lrp2","Ins","Lrp2","Ins1","Lrp2","Ins1_Lrp2"
"Ins_Lrp2","Ins","Lrp2","Ins2","Lrp2","Ins2_Lrp2"
"Itgb3bp_Itgb3","Itgb3bp","Itgb3","Itgb3bp","Itgb3","Itgb3bp_Itgb3"
"Itgb3bp_Itgb5","Itgb3bp","Itgb5","Itgb3bp","Itgb5","Itgb3bp_Itgb5"
"Itih2_Fcer1a","Itih2","Fcer1a","Itih2","Fcer1a","Itih2_Fcer1a"
"Jag1_Notch1","Jag1","Notch1","Jag1","Notch1","Jag1_Notch1"
"Jag1_Notch2","Jag1","Notch2","Jag1","Notch2","Jag1_Notch2"
"Jag1_Notch3","Jag1","Notch3","Jag1","Notch3","Jag1_Notch3"
"Jag1_Notch4","Jag1","Notch4","Jag1","Notch4","Jag1_Notch4"
"Jag2_Notch1","Jag2","Notch1","Jag2","Notch1","Jag2_Notch1"
"Jag2_Notch2","Jag2","Notch2","Jag2","Notch2","Jag2_Notch2"
"Jag2_Notch3","Jag2","Notch3","Jag2","Notch3","Jag2_Notch3"
"Jag2_Notch4","Jag2","Notch4","Jag2","Notch4","Jag2_Notch4"
"Kal1_Fgfr1","Kal1","Fgfr1",NA,"Fgfr1","NA_Fgfr1"
"Kal1_Sdc2","Kal1","Sdc2",NA,"Sdc2","NA_Sdc2"
"Kiss1_Kiss1r","Kiss1","Kiss1r","Kiss1","Kiss1r","Kiss1_Kiss1r"
"Kiss1_Kiss1r","Kiss1","Kiss1r","Kiss1","Kiss1r","Kiss1_Kiss1r"
"Kiss1_Mmp24","Kiss1","Mmp24","Kiss1","Mmp24","Kiss1_Mmp24"
"Kiss1_Mmp24","Kiss1","Mmp24","Kiss1","Mmp24","Kiss1_Mmp24"
"Kitlg_Epor","Kitlg","Epor","Kitl","Epor","Kitl_Epor"
"Kitlg_Kit","Kitlg","Kit","Kitl","Kit","Kitl_Kit"
"Klk3_Epor","Klk3","Epor","Klk1b24","Epor","Klk1b24_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b8","Epor","Klk1b8_Epor"
"Klk3_Epor","Klk3","Epor","Klk1","Epor","Klk1_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b27","Epor","Klk1b27_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b4","Epor","Klk1b4_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b26","Epor","Klk1b26_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b3","Epor","Klk1b3_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b11","Epor","Klk1b11_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b1","Epor","Klk1b1_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b22","Epor","Klk1b22_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b21","Epor","Klk1b21_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b5","Epor","Klk1b5_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b9","Epor","Klk1b9_Epor"
"Klk3_Epor","Klk3","Epor","Klk1b16","Epor","Klk1b16_Epor"
"Kng1_Bdkrb1","Kng1","Bdkrb1","Kng2","Bdkrb1","Kng2_Bdkrb1"
"Kng1_Bdkrb1","Kng1","Bdkrb1","Kng1","Bdkrb1","Kng1_Bdkrb1"
"Kng1_Bdkrb2","Kng1","Bdkrb2","Kng2","Bdkrb2","Kng2_Bdkrb2"
"Kng1_Bdkrb2","Kng1","Bdkrb2","Kng1","Bdkrb2","Kng1_Bdkrb2"
"Kng1_Cd93","Kng1","Cd93","Kng2","Cd93","Kng2_Cd93"
"Kng1_Cd93","Kng1","Cd93","Kng1","Cd93","Kng1_Cd93"
"Kng1_Gp1ba","Kng1","Gp1ba","Kng2","Gp1ba","Kng2_Gp1ba"
"Kng1_Gp1ba","Kng1","Gp1ba","Kng1","Gp1ba","Kng1_Gp1ba"
"Kng1_Gpr135","Kng1","Gpr135","Kng2","Gpr135","Kng2_Gpr135"
"Kng1_Gpr135","Kng1","Gpr135","Kng1","Gpr135","Kng1_Gpr135"
"Kng1_Itgam","Kng1","Itgam","Kng2","Itgam","Kng2_Itgam"
"Kng1_Itgam","Kng1","Itgam","Kng2","Itgam","Kng2_Itgam"
"Kng1_Itgam","Kng1","Itgam","Kng1","Itgam","Kng1_Itgam"
"Kng1_Itgam","Kng1","Itgam","Kng1","Itgam","Kng1_Itgam"
"Kng1_Itgb2","Kng1","Itgb2","Kng2","Itgb2l","Kng2_Itgb2l"
"Kng1_Itgb2","Kng1","Itgb2","Kng2","Itgb2","Kng2_Itgb2"
"Kng1_Itgb2","Kng1","Itgb2","Kng1","Itgb2l","Kng1_Itgb2l"
"Kng1_Itgb2","Kng1","Itgb2","Kng1","Itgb2","Kng1_Itgb2"
"Kng1_Plaur","Kng1","Plaur","Kng2","Plaur","Kng2_Plaur"
"Kng1_Plaur","Kng1","Plaur","Kng1","Plaur","Kng1_Plaur"
"Kng1_Rxfp4","Kng1","Rxfp4","Kng2","Rxfp4","Kng2_Rxfp4"
"Kng1_Rxfp4","Kng1","Rxfp4","Kng1","Rxfp4","Kng1_Rxfp4"
"Kng1_Sdc2","Kng1","Sdc2","Kng2","Sdc2","Kng2_Sdc2"
"Kng1_Sdc2","Kng1","Sdc2","Kng1","Sdc2","Kng1_Sdc2"
"Krtap4-12_Aqp1","Krtap4-12","Aqp1","Krtap4-2","Aqp1","Krtap4-2_Aqp1"
"Krtap4-12_Aqp1","Krtap4-12","Aqp1","Krtap4-7","Aqp1","Krtap4-7_Aqp1"
"Krtap4-12_Aqp1","Krtap4-12","Aqp1","Gm11555","Aqp1","Gm11555_Aqp1"
"Krtap4-12_Aqp1","Krtap4-12","Aqp1","Krtap4-1","Aqp1","Krtap4-1_Aqp1"
"Krtap4-12_Aqp1","Krtap4-12","Aqp1","Gm11563","Aqp1","Gm11563_Aqp1"
"Krtap4-12_Catsper1","Krtap4-12","Catsper1","Krtap4-2","Catsper1","Krtap4-2_Catsper1"
"Krtap4-12_Catsper1","Krtap4-12","Catsper1","Krtap4-7","Catsper1","Krtap4-7_Catsper1"
"Krtap4-12_Catsper1","Krtap4-12","Catsper1","Gm11555","Catsper1","Gm11555_Catsper1"
"Krtap4-12_Catsper1","Krtap4-12","Catsper1","Krtap4-1","Catsper1","Krtap4-1_Catsper1"
"Krtap4-12_Catsper1","Krtap4-12","Catsper1","Gm11563","Catsper1","Gm11563_Catsper1"
"Krtap4-12_Cldn2","Krtap4-12","Cldn2","Krtap4-2","Cldn2","Krtap4-2_Cldn2"
"Krtap4-12_Cldn2","Krtap4-12","Cldn2","Krtap4-7","Cldn2","Krtap4-7_Cldn2"
"Krtap4-12_Cldn2","Krtap4-12","Cldn2","Gm11555","Cldn2","Gm11555_Cldn2"
"Krtap4-12_Cldn2","Krtap4-12","Cldn2","Krtap4-1","Cldn2","Krtap4-1_Cldn2"
"Krtap4-12_Cldn2","Krtap4-12","Cldn2","Gm11563","Cldn2","Gm11563_Cldn2"
"Krtap4-12_Cntfr","Krtap4-12","Cntfr","Krtap4-2","Cntfr","Krtap4-2_Cntfr"
"Krtap4-12_Cntfr","Krtap4-12","Cntfr","Krtap4-7","Cntfr","Krtap4-7_Cntfr"
"Krtap4-12_Cntfr","Krtap4-12","Cntfr","Gm11555","Cntfr","Gm11555_Cntfr"
"Krtap4-12_Cntfr","Krtap4-12","Cntfr","Krtap4-1","Cntfr","Krtap4-1_Cntfr"
"Krtap4-12_Cntfr","Krtap4-12","Cntfr","Gm11563","Cntfr","Gm11563_Cntfr"
"Krtap4-12_Dlk2","Krtap4-12","Dlk2","Krtap4-2","Dlk2","Krtap4-2_Dlk2"
"Krtap4-12_Dlk2","Krtap4-12","Dlk2","Krtap4-7","Dlk2","Krtap4-7_Dlk2"
"Krtap4-12_Dlk2","Krtap4-12","Dlk2","Gm11555","Dlk2","Gm11555_Dlk2"
"Krtap4-12_Dlk2","Krtap4-12","Dlk2","Krtap4-1","Dlk2","Krtap4-1_Dlk2"
"Krtap4-12_Dlk2","Krtap4-12","Dlk2","Gm11563","Dlk2","Gm11563_Dlk2"
"Krtap4-12_Lingo1","Krtap4-12","Lingo1","Krtap4-2","Lingo1","Krtap4-2_Lingo1"
"Krtap4-12_Lingo1","Krtap4-12","Lingo1","Krtap4-7","Lingo1","Krtap4-7_Lingo1"
"Krtap4-12_Lingo1","Krtap4-12","Lingo1","Gm11555","Lingo1","Gm11555_Lingo1"
"Krtap4-12_Lingo1","Krtap4-12","Lingo1","Krtap4-1","Lingo1","Krtap4-1_Lingo1"
"Krtap4-12_Lingo1","Krtap4-12","Lingo1","Gm11563","Lingo1","Gm11563_Lingo1"
"Krtap4-12_Pdgfrb","Krtap4-12","Pdgfrb","Krtap4-2","Pdgfrb","Krtap4-2_Pdgfrb"
"Krtap4-12_Pdgfrb","Krtap4-12","Pdgfrb","Krtap4-7","Pdgfrb","Krtap4-7_Pdgfrb"
"Krtap4-12_Pdgfrb","Krtap4-12","Pdgfrb","Gm11555","Pdgfrb","Gm11555_Pdgfrb"
"Krtap4-12_Pdgfrb","Krtap4-12","Pdgfrb","Krtap4-1","Pdgfrb","Krtap4-1_Pdgfrb"
"Krtap4-12_Pdgfrb","Krtap4-12","Pdgfrb","Gm11563","Pdgfrb","Gm11563_Pdgfrb"
"Krtap4-12_Plscr4","Krtap4-12","Plscr4","Krtap4-2","Plscr4","Krtap4-2_Plscr4"
"Krtap4-12_Plscr4","Krtap4-12","Plscr4","Krtap4-7","Plscr4","Krtap4-7_Plscr4"
"Krtap4-12_Plscr4","Krtap4-12","Plscr4","Gm11555","Plscr4","Gm11555_Plscr4"
"Krtap4-12_Plscr4","Krtap4-12","Plscr4","Krtap4-1","Plscr4","Krtap4-1_Plscr4"
"Krtap4-12_Plscr4","Krtap4-12","Plscr4","Gm11563","Plscr4","Gm11563_Plscr4"
"L1cam_Cntn1","L1cam","Cntn1","L1cam","Cntn1","L1cam_Cntn1"
"L1cam_Egfr","L1cam","Egfr","L1cam","Egfr","L1cam_Egfr"
"L1cam_Ephb2","L1cam","Ephb2","L1cam","Ephb2","L1cam_Ephb2"
"L1cam_Erbb2","L1cam","Erbb2","L1cam","Erbb2","L1cam_Erbb2"
"L1cam_Erbb3","L1cam","Erbb3","L1cam","Erbb3","L1cam_Erbb3"
"L1cam_Fgfr2","L1cam","Fgfr2","L1cam","Fgfr2","L1cam_Fgfr2"
"L1cam_Itga5","L1cam","Itga5","L1cam","Itga5","L1cam_Itga5"
"L1cam_Itgav","L1cam","Itgav","L1cam","Itgav","L1cam_Itgav"
"Lacrt_Sdc1","Lacrt","Sdc1",NA,"Sdc1","NA_Sdc1"
"Lama1_Gpc1","Lama1","Gpc1","Lama1","Gpc1","Lama1_Gpc1"
"Lama1_Itga1","Lama1","Itga1","Lama1","Itga1","Lama1_Itga1"
"Lama1_Itga2","Lama1","Itga2","Lama1","Itga2","Lama1_Itga2"
"Lama1_Itga3","Lama1","Itga3","Lama1","Itga3","Lama1_Itga3"
"Lama1_Itga6","Lama1","Itga6","Lama1","Itga6","Lama1_Itga6"
"Lama1_Itga7","Lama1","Itga7","Lama1","Itga7","Lama1_Itga7"
"Lama1_Itgb1","Lama1","Itgb1","Lama1","Itgb1","Lama1_Itgb1"
"Lama1_Itgb4","Lama1","Itgb4","Lama1","Itgb4","Lama1_Itgb4"
"Lama1_Itgb8","Lama1","Itgb8","Lama1","Itgb8","Lama1_Itgb8"
"Lama1_Nt5e","Lama1","Nt5e","Lama1","Nt5e","Lama1_Nt5e"
"Lama1_Rpsa","Lama1","Rpsa","Lama1",NA,"Lama1_NA"
"Lama1_Sdc2","Lama1","Sdc2","Lama1","Sdc2","Lama1_Sdc2"
"Lama1_Sdc4","Lama1","Sdc4","Lama1","Sdc4","Lama1_Sdc4"
"Lama1_Tmprss6","Lama1","Tmprss6","Lama1","Tmprss6","Lama1_Tmprss6"
"Lama2_Itga1","Lama2","Itga1","Lama2","Itga1","Lama2_Itga1"
"Lama2_Itga2","Lama2","Itga2","Lama2","Itga2","Lama2_Itga2"
"Lama2_Itga3","Lama2","Itga3","Lama2","Itga3","Lama2_Itga3"
"Lama2_Itga6","Lama2","Itga6","Lama2","Itga6","Lama2_Itga6"
"Lama2_Itga7","Lama2","Itga7","Lama2","Itga7","Lama2_Itga7"
"Lama2_Itgb1","Lama2","Itgb1","Lama2","Itgb1","Lama2_Itgb1"
"Lama2_Itgb4","Lama2","Itgb4","Lama2","Itgb4","Lama2_Itgb4"
"Lama2_Rpsa","Lama2","Rpsa","Lama2",NA,"Lama2_NA"
"Lama3_Sdc2","Lama3","Sdc2","Lama3","Sdc2","Lama3_Sdc2"
"Lama4_Itga3","Lama4","Itga3","Lama4","Itga3","Lama4_Itga3"
"Lama4_Itga6","Lama4","Itga6","Lama4","Itga6","Lama4_Itga6"
"Lama4_Itgav","Lama4","Itgav","Lama4","Itgav","Lama4_Itgav"
"Lama4_Itgb1","Lama4","Itgb1","Lama4","Itgb1","Lama4_Itgb1"
"Lama5_Bcam","Lama5","Bcam","Lama5","Bcam","Lama5_Bcam"
"Lama5_Itga2","Lama5","Itga2","Lama5","Itga2","Lama5_Itga2"
"Lama5_Itga3","Lama5","Itga3","Lama5","Itga3","Lama5_Itga3"
"Lama5_Itga6","Lama5","Itga6","Lama5","Itga6","Lama5_Itga6"
"Lama5_Itgb1","Lama5","Itgb1","Lama5","Itgb1","Lama5_Itgb1"
"Lama5_Itgb4","Lama5","Itgb4","Lama5","Itgb4","Lama5_Itgb4"
"Lama5_Sdc1","Lama5","Sdc1","Lama5","Sdc1","Lama5_Sdc1"
"Lamb1_Itga1","Lamb1","Itga1","Lamb1","Itga1","Lamb1_Itga1"
"Lamb1_Itga2","Lamb1","Itga2","Lamb1","Itga2","Lamb1_Itga2"
"Lamb1_Itga3","Lamb1","Itga3","Lamb1","Itga3","Lamb1_Itga3"
"Lamb1_Itga6","Lamb1","Itga6","Lamb1","Itga6","Lamb1_Itga6"
"Lamb1_Itga7","Lamb1","Itga7","Lamb1","Itga7","Lamb1_Itga7"
"Lamb1_Itgav","Lamb1","Itgav","Lamb1","Itgav","Lamb1_Itgav"
"Lamb1_Itgb1","Lamb1","Itgb1","Lamb1","Itgb1","Lamb1_Itgb1"
"Lamb1_Itgb4","Lamb1","Itgb4","Lamb1","Itgb4","Lamb1_Itgb4"
"Lamb2_Rpsa","Lamb2","Rpsa","Lamb2",NA,"Lamb2_NA"
"Lamb3_Cd151","Lamb3","Cd151","Lamb3","Cd151","Lamb3_Cd151"
"Lamb3_Col17a1","Lamb3","Col17a1","Lamb3","Col17a1","Lamb3_Col17a1"
"Lamb3_Itga2","Lamb3","Itga2","Lamb3","Itga2","Lamb3_Itga2"
"Lamb3_Itga3","Lamb3","Itga3","Lamb3","Itga3","Lamb3_Itga3"
"Lamb3_Itga6","Lamb3","Itga6","Lamb3","Itga6","Lamb3_Itga6"
"Lamb3_Itgb1","Lamb3","Itgb1","Lamb3","Itgb1","Lamb3_Itgb1"
"Lamb3_Itgb4","Lamb3","Itgb4","Lamb3","Itgb4","Lamb3_Itgb4"
"Lamc1_Itga1","Lamc1","Itga1","Lamc1","Itga1","Lamc1_Itga1"
"Lamc1_Itga2","Lamc1","Itga2","Lamc1","Itga2","Lamc1_Itga2"
"Lamc1_Itga3","Lamc1","Itga3","Lamc1","Itga3","Lamc1_Itga3"
"Lamc1_Itga6","Lamc1","Itga6","Lamc1","Itga6","Lamc1_Itga6"
"Lamc1_Itga7","Lamc1","Itga7","Lamc1","Itga7","Lamc1_Itga7"
"Lamc1_Itgav","Lamc1","Itgav","Lamc1","Itgav","Lamc1_Itgav"
"Lamc1_Itgb1","Lamc1","Itgb1","Lamc1","Itgb1","Lamc1_Itgb1"
"Lamc1_Itgb4","Lamc1","Itgb4","Lamc1","Itgb4","Lamc1_Itgb4"
"Lamc2_Cd151","Lamc2","Cd151","Lamc2","Cd151","Lamc2_Cd151"
"Lamc2_Col17a1","Lamc2","Col17a1","Lamc2","Col17a1","Lamc2_Col17a1"
"Lamc2_Itga2","Lamc2","Itga2","Lamc2","Itga2","Lamc2_Itga2"
"Lamc2_Itga3","Lamc2","Itga3","Lamc2","Itga3","Lamc2_Itga3"
"Lamc2_Itga6","Lamc2","Itga6","Lamc2","Itga6","Lamc2_Itga6"
"Lamc2_Itgb1","Lamc2","Itgb1","Lamc2","Itgb1","Lamc2_Itgb1"
"Lamc2_Itgb4","Lamc2","Itgb4","Lamc2","Itgb4","Lamc2_Itgb4"
"Lamc3_Itga2","Lamc3","Itga2","Lamc3","Itga2","Lamc3_Itga2"
"Lamc3_Itga3","Lamc3","Itga3","Lamc3","Itga3","Lamc3_Itga3"
"Lamc3_Itga6","Lamc3","Itga6","Lamc3","Itga6","Lamc3_Itga6"
"Lamc3_Itgb1","Lamc3","Itgb1","Lamc3","Itgb1","Lamc3_Itgb1"
"Lamc3_Itgb4","Lamc3","Itgb4","Lamc3","Itgb4","Lamc3_Itgb4"
"Lcn1_Lmbr1l","Lcn1","Lmbr1l",NA,"Lmbr1l","NA_Lmbr1l"
"Lcn2_Lrp2","Lcn2","Lrp2",NA,"Lrp2","NA_Lrp2"
"Lefty2_Acvr2b","Lefty2","Acvr2b","Lefty2","Acvr2b","Lefty2_Acvr2b"
"Lefty2_Acvr2b","Lefty2","Acvr2b","Lefty1","Acvr2b","Lefty1_Acvr2b"
"Lep_Lepr","Lep","Lepr","Lep","Lepr","Lep_Lepr"
"Lep_Lrp2","Lep","Lrp2","Lep","Lrp2","Lep_Lrp2"
"Lgals3bp_Itgb1","Lgals3bp","Itgb1","Lgals3bp","Itgb1","Lgals3bp_Itgb1"
"Lgals3bp_Vangl1","Lgals3bp","Vangl1","Lgals3bp","Vangl1","Lgals3bp_Vangl1"
"Lhb_Lhcgr","Lhb","Lhcgr","Lhb","Lhcgr","Lhb_Lhcgr"
"Lif_Il6st","Lif","Il6st","Lif","Il6st","Lif_Il6st"
"Lif_Lifr","Lif","Lifr","Lif","Lifr","Lif_Lifr"
"Lin7c_Abca1","Lin7c","Abca1","Lin7c","Abca1","Lin7c_Abca1"
"Lin7c_Htr2c","Lin7c","Htr2c","Lin7c","Htr2c","Lin7c_Htr2c"
"Lin7c_Kcnj4","Lin7c","Kcnj4","Lin7c","Kcnj4","Lin7c_Kcnj4"
"Lipc_Lrp1","Lipc","Lrp1","Lipc","Lrp1","Lipc_Lrp1"
"Liph_Lpar1","Liph","Lpar1","Liph","Lpar1","Liph_Lpar1"
"Liph_Lpar2","Liph","Lpar2","Liph","Lpar2","Liph_Lpar2"
"Liph_Lpar4","Liph","Lpar4","Liph","Lpar4","Liph_Lpar4"
"Lpa_Itgam","Lpa","Itgam","Plg","Itgam","Plg_Itgam"
"Lpa_Itgam","Lpa","Itgam","Plg","Itgam","Plg_Itgam"
"Lpa_Itgb2","Lpa","Itgb2","Plg","Itgb2l","Plg_Itgb2l"
"Lpa_Itgb2","Lpa","Itgb2","Plg","Itgb2","Plg_Itgb2"
"Lpa_Lrp2","Lpa","Lrp2","Plg","Lrp2","Plg_Lrp2"
"Lpl_Cd44","Lpl","Cd44","Lpl","Cd44","Lpl_Cd44"
"Lpl_Gpihbp1","Lpl","Gpihbp1","Lpl","Gpihbp1","Lpl_Gpihbp1"
"Lpl_Lrp1","Lpl","Lrp1","Lpl","Lrp1","Lpl_Lrp1"
