pairname,ligand,receptor,Pair.Source,Pair.Evidence
A2M_LRP1,A2M,LRP1,known,literature supported
AANAT_MTNR1A,AANAT,MTNR1A,known,literature supported
AANAT_MTNR1B,AANAT,MTNR1B,known,literature supported
ACE_AGTR2,ACE,AGTR2,novel,literature supported
ACE_BDKRB2,ACE,BDKRB2,novel,literature supported
ADAM10_AXL,ADAM10,AXL,novel,literature supported
ADAM10_EPHA3,ADAM10,EPHA3,novel,literature supported
ADAM12_ITGA9,ADAM12,ITGA9,known,literature supported
ADAM12_ITGB1,ADAM12,ITGB1,known,literature supported
ADAM12_SDC4,ADAM12,SDC4,known,literature supported
ADAM15_ITGA5,ADAM15,ITGA5,known,literature supported
ADAM15_ITGA9,ADAM15,ITGA9,known,literature supported
ADAM15_ITGAV,ADAM15,ITGAV,novel,literature supported
ADAM15_ITGB1,ADAM15,ITGB1,known,literature supported
ADAM15_ITGB3,ADAM15,ITGB3,known,literature supported
ADAM17_ERBB4,ADAM17,ERBB4,novel,literature supported
ADAM17_ITGA5,ADAM17,ITGA5,known,literature supported
ADAM17_ITGB1,ADAM17,ITGB1,known,literature supported
ADAM17_NOTCH1,ADAM17,NOTCH1,novel,literature supported
ADAM23_ITGA5,ADAM23,ITGA5,known,literature supported
ADAM23_ITGB3,ADAM23,ITGB3,known,literature supported
ADAM28_ITGA4,ADAM28,ITGA4,novel,literature supported
ADAM2_CD9,ADAM2,CD9,novel,literature supported
ADAM2_ITGA6,ADAM2,ITGA6,known,literature supported
ADAM2_ITGA9,ADAM2,ITGA9,novel,literature supported
ADAM2_ITGB1,ADAM2,ITGB1,known,literature supported
ADAM2_ITGB7,ADAM2,ITGB7,novel,literature supported
ADAM9_ITGA3,ADAM9,ITGA3,novel,literature supported
ADAM9_ITGA6,ADAM9,ITGA6,known,literature supported
ADAM9_ITGAV,ADAM9,ITGAV,known,literature supported
ADAM9_ITGB1,ADAM9,ITGB1,known,literature supported
ADAM9_ITGB5,ADAM9,ITGB5,known,literature supported
ADCYAP1_ADCYAP1R1,ADCYAP1,ADCYAP1R1,known,literature supported
ADCYAP1_SCTR,ADCYAP1,SCTR,novel,literature supported
ADCYAP1_VIPR1,ADCYAP1,VIPR1,known,literature supported
ADCYAP1_VIPR2,ADCYAP1,VIPR2,known,literature supported
ADIPOQ_ADIPOR1,ADIPOQ,ADIPOR1,known,literature supported
ADIPOQ_ADIPOR2,ADIPOQ,ADIPOR2,known,literature supported
ADM2_CALCR,ADM2,CALCR,known,literature supported
ADM2_CALCRL,ADM2,CALCRL,known,literature supported
ADM2_RAMP1,ADM2,RAMP1,known,literature supported
ADM_CALCR,ADM,CALCR,known,literature supported
ADM_CALCRL,ADM,CALCRL,known,literature supported
ADM_GPR182,ADM,GPR182,known,literature supported
ADM_MRGPRX2,ADM,MRGPRX2,known,literature supported
ADM_RAMP2,ADM,RAMP2,known,literature supported
AGRN_ATP1A3,AGRN,ATP1A3,novel,literature supported
AGRN_LRP4,AGRN,LRP4,novel,literature supported
AGRN_MUSK,AGRN,MUSK,known,literature supported
AGRP_MC3R,AGRP,MC3R,known,literature supported
AGRP_MC4R,AGRP,MC4R,known,literature supported
AGRP_MC5R,AGRP,MC5R,known,literature supported
AGRP_SDC3,AGRP,SDC3,novel,literature supported
AGT_AGTR1,AGT,AGTR1,known,literature supported
AGT_AGTR2,AGT,AGTR2,known,literature supported
AGT_LRP2,AGT,LRP2,known,literature supported
AGT_MAS1,AGT,MAS1,known,literature supported
AHSG_INSR,AHSG,INSR,novel,literature supported
ALB_LRP2,ALB,LRP2,novel,literature supported
ALOX5AP_ALOX5,ALOX5AP,ALOX5,known,EXCLUDED not receptor
AMELX_LAMP1,AMELX,LAMP1,novel,literature supported
AMELY_LAMP1,AMELY,LAMP1,novel,literature supported
AMH_ACVR1,AMH,ACVR1,novel,literature supported
AMH_AMHR2,AMH,AMHR2,known,literature supported
AMH_EGFR,AMH,EGFR,novel,literature supported
ANGPT1_ITGA5,ANGPT1,ITGA5,novel,literature supported
ANGPT1_ITGB1,ANGPT1,ITGB1,novel,putative
ANGPT1_TEK,ANGPT1,TEK,known,literature supported
ANGPT1_TIE1,ANGPT1,TIE1,known,literature supported
ANGPT2_TEK,ANGPT2,TEK,known,literature supported
ANGPT2_TIE1,ANGPT2,TIE1,novel,putative
ANGPT4_TEK,ANGPT4,TEK,known,literature supported
ANGPT4_TIE1,ANGPT4,TIE1,novel,putative
ANGPTL1_TEK,ANGPTL1,TEK,known,literature supported
ANGPTL2_TIE1,ANGPTL2,TIE1,novel,putative
ANGPTL3_ITGA5,ANGPTL3,ITGA5,novel,literature supported
ANGPTL3_ITGAV,ANGPTL3,ITGAV,novel,literature supported
ANGPTL3_ITGB3,ANGPTL3,ITGB3,novel,literature supported
ANGPTL4_TIE1,ANGPTL4,TIE1,novel,putative
ANXA1_DYSF,ANXA1,DYSF,novel,literature supported
ANXA1_EGFR,ANXA1,EGFR,novel,literature supported
ANXA1_FPR1,ANXA1,FPR1,known,literature supported
ANXA1_FPR2,ANXA1,FPR2,known,literature supported
ANXA1_FPR3,ANXA1,FPR3,known,literature supported
APLN_APLNR,APLN,APLNR,known,literature supported
APOB_CALCR,APOB,CALCR,novel,putative
APOB_ITGAM,APOB,ITGAM,novel,putative
APOB_ITGB2,APOB,ITGB2,novel,putative
APOB_LDLR,APOB,LDLR,known,literature supported
APOB_LRP2,APOB,LRP2,novel,literature supported
APOB_LRP6,APOB,LRP6,novel,putative
APOB_LRP8,APOB,LRP8,novel,putative
APOB_LSR,APOB,LSR,novel,literature supported
APOB_OLR1,APOB,OLR1,novel,literature supported
APOC3_SDC2,APOC3,SDC2,novel,putative
APOC3_TLR2,APOC3,TLR2,novel,putative
APOD_LEPR,APOD,LEPR,novel,literature supported
APOE_CHRNA4,APOE,CHRNA4,novel,putative
APOE_LDLR,APOE,LDLR,known,literature supported
APOE_LRP1,APOE,LRP1,novel,literature supported
APOE_LRP2,APOE,LRP2,novel,literature supported
APOE_LRP5,APOE,LRP5,known,literature supported
APOE_LRP8,APOE,LRP8,known,literature supported
APOE_SCARB1,APOE,SCARB1,novel,literature supported
APOE_SORL1,APOE,SORL1,known,literature supported
APOE_VLDLR,APOE,VLDLR,known,literature supported
APP_CAV1,APP,CAV1,novel,literature supported
APP_CD74,APP,CD74,novel,literature supported
APP_FPR2,APP,FPR2,known,literature supported
APP_GPC1,APP,GPC1,novel,literature supported
APP_LRP1,APP,LRP1,novel,literature supported
APP_NCSTN,APP,NCSTN,novel,literature supported
APP_NGFR,APP,NGFR,novel,putative
APP_SLC45A3,APP,SLC45A3,novel,putative
APP_TNFRSF21,APP,TNFRSF21,novel,literature supported
AREGB_EGFR,AREGB,EGFR,known,literature supported
AREGB_ERBB3,AREGB,ERBB3,novel,putative
AREG_EGFR,AREG,EGFR,known,literature supported
AREG_ERBB3,AREG,ERBB3,novel,literature supported
ARF1_CHRM3,ARF1,CHRM3,novel,literature supported
ARF1_INSR,ARF1,INSR,novel,literature supported
ARF1_PLD2,ARF1,PLD2,known,literature supported
ARTN_GFRA1,ARTN,GFRA1,novel,literature supported
ARTN_GFRA3,ARTN,GFRA3,known,literature supported
ARTN_RET,ARTN,RET,known,literature supported
ASIP_ATRN,ASIP,ATRN,known,literature supported
ASIP_F11R,ASIP,F11R,novel,literature supported
ASIP_MC1R,ASIP,MC1R,known,literature supported
ASIP_MC2R,ASIP,MC2R,novel,literature supported
ASIP_MC3R,ASIP,MC3R,novel,literature supported
ASIP_MC4R,ASIP,MC4R,novel,literature supported
ASIP_MC5R,ASIP,MC5R,novel,literature supported
ASIP_MGRN1,ASIP,MGRN1,known,EXCLUDED not receptor
AVP_AVPR1A,AVP,AVPR1A,known,literature supported
AVP_AVPR1B,AVP,AVPR1B,known,literature supported
AVP_AVPR2,AVP,AVPR2,known,literature supported
AVP_OXTR,AVP,OXTR,known,literature supported
AZGP1_ITGAV,AZGP1,ITGAV,novel,literature supported
B2M_CD1A,B2M,CD1A,novel,literature supported
B2M_CD1B,B2M,CD1B,novel,literature supported
B2M_CD247,B2M,CD247,novel,putative
B2M_CD3D,B2M,CD3D,novel,putative
B2M_CD3G,B2M,CD3G,novel,putative
B2M_HFE,B2M,HFE,novel,literature supported
B2M_HLA-F,B2M,HLA-F,novel,literature supported
B2M_KIR2DL1,B2M,KIR2DL1,novel,putative
B2M_KIR2DL3,B2M,KIR2DL3,novel,putative
B2M_KIR3DL1,B2M,KIR3DL1,novel,putative
B2M_KLRC1,B2M,KLRC1,novel,putative
B2M_KLRD1,B2M,KLRD1,novel,putative
B2M_LILRB1,B2M,LILRB1,novel,literature supported
B2M_LILRB2,B2M,LILRB2,novel,putative
B2M_TFRC,B2M,TFRC,novel,putative
BCAN_EGFR,BCAN,EGFR,novel,putative
BCAN_NRCAM,BCAN,NRCAM,novel,putative
BDNF_DDR1,BDNF,DDR1,novel,putative
BDNF_DRD4,BDNF,DRD4,novel,putative
BDNF_NGFR,BDNF,NGFR,known,literature supported
BDNF_NGFRAP1,BDNF,NGFRAP1,known,literature supported
BDNF_NTRK2,BDNF,NTRK2,known,literature supported
BDNF_SORT1,BDNF,SORT1,novel,literature supported
BGN_LY96,BGN,LY96,novel,putative
BGN_TLR1,BGN,TLR1,novel,putative
BGN_TLR2,BGN,TLR2,novel,literature supported
BGN_TLR4,BGN,TLR4,novel,literature supported
BMP10_ACVR1,BMP10,ACVR1,known,putative
BMP10_ACVR2A,BMP10,ACVR2A,known,literature supported
BMP10_ACVR2B,BMP10,ACVR2B,known,putative
BMP10_ACVRL1,BMP10,ACVRL1,known,literature supported
BMP10_BMPR1A,BMP10,BMPR1A,known,literature supported
BMP10_BMPR1B,BMP10,BMPR1B,known,literature supported
BMP10_BMPR2,BMP10,BMPR2,known,literature supported
BMP10_ENG,BMP10,ENG,novel,literature supported
BMP15_ACVR1,BMP15,ACVR1,known,putative
BMP15_ACVR2A,BMP15,ACVR2A,known,literature supported
BMP15_ACVR2B,BMP15,ACVR2B,known,putative
BMP15_BMPR1A,BMP15,BMPR1A,known,literature supported
BMP15_BMPR1B,BMP15,BMPR1B,known,literature supported
BMP15_BMPR2,BMP15,BMPR2,known,literature supported
BMP2_ACVR1,BMP2,ACVR1,known,literature supported
BMP2_ACVR2A,BMP2,ACVR2A,known,literature supported
BMP2_ACVR2B,BMP2,ACVR2B,known,literature supported
BMP2_BMPR1A,BMP2,BMPR1A,known,literature supported
BMP2_BMPR1B,BMP2,BMPR1B,known,literature supported
BMP2_BMPR2,BMP2,BMPR2,known,literature supported
BMP2_ENG,BMP2,ENG,novel,literature supported
BMP2_HFE2,BMP2,HFE2,novel,literature supported
BMP3_ACVR1,BMP3,ACVR1,known,putative
BMP3_ACVR2A,BMP3,ACVR2A,known,putative
BMP3_ACVR2B,BMP3,ACVR2B,known,literature supported
BMP3_BMPR1A,BMP3,BMPR1A,known,putative
BMP3_BMPR1B,BMP3,BMPR1B,known,putative
BMP3_BMPR2,BMP3,BMPR2,known,putative
BMP4_ACVR1,BMP4,ACVR1,known,putative
BMP4_ACVR2A,BMP4,ACVR2A,known,putative
BMP4_ACVR2B,BMP4,ACVR2B,known,putative
BMP4_BMPR1A,BMP4,BMPR1A,known,literature supported
BMP4_BMPR1B,BMP4,BMPR1B,known,literature supported
BMP4_BMPR2,BMP4,BMPR2,known,literature supported
BMP4_HFE2,BMP4,HFE2,novel,putative
BMP5_ACVR1,BMP5,ACVR1,known,putative
BMP5_ACVR2A,BMP5,ACVR2A,known,putative
BMP5_ACVR2B,BMP5,ACVR2B,known,putative
BMP5_BMPR1A,BMP5,BMPR1A,known,literature supported
BMP5_BMPR1B,BMP5,BMPR1B,known,putative
BMP5_BMPR2,BMP5,BMPR2,known,putative
BMP5_HFE2,BMP5,HFE2,novel,putative
BMP6_ACVR1,BMP6,ACVR1,known,literature supported
BMP6_ACVR2A,BMP6,ACVR2A,known,literature supported
BMP6_ACVR2B,BMP6,ACVR2B,known,putative
BMP6_BMPR1A,BMP6,BMPR1A,known,literature supported
BMP6_BMPR1B,BMP6,BMPR1B,known,literature supported
BMP6_BMPR2,BMP6,BMPR2,known,literature supported
BMP7_ACVR1,BMP7,ACVR1,known,literature supported
BMP7_ACVR2A,BMP7,ACVR2A,known,literature supported
BMP7_ACVR2B,BMP7,ACVR2B,known,literature supported
BMP7_BMPR1A,BMP7,BMPR1A,known,literature supported
BMP7_BMPR1B,BMP7,BMPR1B,known,literature supported
BMP7_BMPR2,BMP7,BMPR2,known,literature supported
BMP7_ENG,BMP7,ENG,novel,literature supported
BMP8B_ACVR1,BMP8B,ACVR1,known,putative
BMP8B_ACVR2A,BMP8B,ACVR2A,known,putative
BMP8B_ACVR2B,BMP8B,ACVR2B,known,putative
BMP8B_BMPR1A,BMP8B,BMPR1A,known,putative
BMP8B_BMPR1B,BMP8B,BMPR1B,known,putative
BMP8B_BMPR2,BMP8B,BMPR2,known,putative
BST1_CAV1,BST1,CAV1,novel,literature supported
BTC_EGFR,BTC,EGFR,known,literature supported
BTC_ERBB2,BTC,ERBB2,novel,literature supported
BTC_ERBB3,BTC,ERBB3,known,literature supported
BTC_ERBB4,BTC,ERBB4,known,literature supported
BTLA_CD247,BTLA,CD247,novel,putative
BTLA_CD79A,BTLA,CD79A,novel,literature supported
BTLA_TNFRSF14,BTLA,TNFRSF14,known,literature supported
BTLA_VTCN1,BTLA,VTCN1,novel,literature supported
C1QA_CD93,C1QA,CD93,novel,literature supported
C1QA_CR1,C1QA,CR1,novel,literature supported
C1QA_CSPG4,C1QA,CSPG4,novel,literature supported
C1QB_LRP1,C1QB,LRP1,novel,literature supported
C1QTNF1_AVPR2,C1QTNF1,AVPR2,novel,literature supported
C1QTNF5_MFRP,C1QTNF5,MFRP,novel,literature supported
C1orf112_PLSCR4,C1orf112,PLSCR4,novel,putative
C1orf194_PLSCR4,C1orf194,PLSCR4,novel,putative
C1orf200_LY6G6C,C1orf200,LY6G6C,novel,putative
C1orf200_SLC16A4,C1orf200,SLC16A4,novel,putative
C3_C3AR1,C3,C3AR1,known,literature supported
C3_C5AR2,C3,C5AR2,novel,literature supported
C3_CD19,C3,CD19,novel,literature supported
C3_CD46,C3,CD46,novel,literature supported
C3_CD81,C3,CD81,novel,putative
C3_CR1,C3,CR1,novel,literature supported
C3_IFITM1,C3,IFITM1,novel,putative
C3_ITGAM,C3,ITGAM,novel,literature supported
C3_ITGAX,C3,ITGAX,known,literature supported
C3_ITGB2,C3,ITGB2,known,literature supported
C3_LRP1,C3,LRP1,known,literature supported
C4A_C3AR1,C4A,C3AR1,novel,literature supported
C4A_C5AR2,C4A,C5AR2,novel,literature supported
C4A_CR1,C4A,CR1,novel,literature supported
C4BPA_BMPR2,C4BPA,BMPR2,novel,literature supported
C4BPA_CD40,C4BPA,CD40,novel,literature supported
C4BPA_LRP1,C4BPA,LRP1,novel,literature supported
C4B_CD46,C4B,CD46,novel,literature supported
C4B_CR1,C4B,CR1,novel,literature supported
C5_C5AR1,C5,C5AR1,known,literature supported
C5_C5AR2,C5,C5AR2,known,literature supported
C5orf55_TRAF2,C5orf55,TRAF2,novel,literature supported
C6orf15_DDR1,C6orf15,DDR1,novel,putative
CALCA_CALCR,CALCA,CALCR,known,literature supported
CALCA_CALCRL,CALCA,CALCRL,known,literature supported
CALCA_RAMP1,CALCA,RAMP1,known,literature supported
CALCA_RAMP2,CALCA,RAMP2,novel,literature supported
CALCB_CALCR,CALCB,CALCR,known,literature supported
CALCB_CALCRL,CALCB,CALCRL,known,literature supported
CALCB_RAMP1,CALCB,RAMP1,known,literature supported
CALM1_ABCA1,CALM1,ABCA1,novel,EXCLUDED not ligand
CALM1_ADCY8,CALM1,ADCY8,novel,EXCLUDED not ligand
CALM1_ADCYAP1R1,CALM1,ADCYAP1R1,novel,EXCLUDED not ligand
CALM1_AQP6,CALM1,AQP6,novel,EXCLUDED not ligand
CALM1_CACNA1C,CALM1,CACNA1C,novel,EXCLUDED not ligand
CALM1_CALCR,CALM1,CALCR,novel,EXCLUDED not ligand
CALM1_CNGA2,CALM1,CNGA2,novel,EXCLUDED not ligand
CALM1_CRHR1,CALM1,CRHR1,novel,EXCLUDED not ligand
CALM1_EGFR,CALM1,EGFR,novel,EXCLUDED not ligand
CALM1_FAS,CALM1,FAS,novel,EXCLUDED not ligand
CALM1_GLP1R,CALM1,GLP1R,novel,EXCLUDED not ligand
CALM1_GLP2R,CALM1,GLP2R,novel,EXCLUDED not ligand
CALM1_GP6,CALM1,GP6,novel,EXCLUDED not ligand
CALM1_GRM3,CALM1,GRM3,novel,EXCLUDED not ligand
CALM1_GRM4,CALM1,GRM4,novel,EXCLUDED not ligand
CALM1_GRM5,CALM1,GRM5,novel,EXCLUDED not ligand
CALM1_GRM7,CALM1,GRM7,novel,EXCLUDED not ligand
CALM1_HMMR,CALM1,HMMR,novel,EXCLUDED not ligand
CALM1_HTR2C,CALM1,HTR2C,novel,EXCLUDED not ligand
CALM1_INSR,CALM1,INSR,novel,EXCLUDED not ligand
CALM1_KCNN4,CALM1,KCNN4,novel,EXCLUDED not ligand
CALM1_KCNQ1,CALM1,KCNQ1,novel,EXCLUDED not ligand
CALM1_KCNQ3,CALM1,KCNQ3,novel,EXCLUDED not ligand
CALM1_KCNQ5,CALM1,KCNQ5,novel,EXCLUDED not ligand
CALM1_MIP,CALM1,MIP,novel,EXCLUDED not ligand
CALM1_MYLK,CALM1,MYLK,known,EXCLUDED not ligand
CALM1_MYLK2,CALM1,MYLK2,known,EXCLUDED not ligand
CALM1_OPRM1,CALM1,OPRM1,novel,EXCLUDED not ligand
CALM1_PDE1A,CALM1,PDE1A,known,EXCLUDED not ligand
CALM1_PDE1B,CALM1,PDE1B,known,EXCLUDED not ligand
CALM1_PDE1C,CALM1,PDE1C,known,EXCLUDED not ligand
CALM1_PPAPDC2,CALM1,PPAPDC2,novel,EXCLUDED not ligand
CALM1_PTH2R,CALM1,PTH2R,novel,EXCLUDED not ligand
CALM1_PTPRA,CALM1,PTPRA,novel,EXCLUDED not ligand
CALM1_SCN10A,CALM1,SCN10A,novel,EXCLUDED not ligand
CALM1_SCN4A,CALM1,SCN4A,novel,EXCLUDED not ligand
CALM1_SCTR,CALM1,SCTR,novel,EXCLUDED not ligand
CALM1_SELL,CALM1,SELL,novel,EXCLUDED not ligand
CALM1_TRPC3,CALM1,TRPC3,novel,EXCLUDED not ligand
CALM1_TRPC5,CALM1,TRPC5,novel,EXCLUDED not ligand
CALM1_VIPR1,CALM1,VIPR1,novel,EXCLUDED not ligand
CALM2_ABCA1,CALM2,ABCA1,novel,EXCLUDED not ligand
CALM2_ADCY8,CALM2,ADCY8,novel,EXCLUDED not ligand
CALM2_AQP6,CALM2,AQP6,novel,EXCLUDED not ligand
CALM2_CACNA1C,CALM2,CACNA1C,novel,EXCLUDED not ligand
CALM2_EGFR,CALM2,EGFR,novel,EXCLUDED not ligand
CALM2_GP6,CALM2,GP6,novel,EXCLUDED not ligand
CALM2_GRM5,CALM2,GRM5,novel,EXCLUDED not ligand
CALM2_GRM7,CALM2,GRM7,novel,EXCLUDED not ligand
CALM2_INSR,CALM2,INSR,novel,EXCLUDED not ligand
CALM2_KCNQ1,CALM2,KCNQ1,novel,EXCLUDED not ligand
CALM2_KCNQ3,CALM2,KCNQ3,novel,EXCLUDED not ligand
CALM2_KCNQ5,CALM2,KCNQ5,novel,EXCLUDED not ligand
CALM2_MYLK,CALM2,MYLK,known,EXCLUDED not ligand
CALM2_MYLK2,CALM2,MYLK2,known,EXCLUDED not ligand
CALM2_PDE1A,CALM2,PDE1A,known,EXCLUDED not ligand
CALM2_PDE1B,CALM2,PDE1B,known,EXCLUDED not ligand
CALM2_PDE1C,CALM2,PDE1C,known,EXCLUDED not ligand
CALM2_PPAPDC2,CALM2,PPAPDC2,novel,EXCLUDED not ligand
CALM2_SCN10A,CALM2,SCN10A,novel,EXCLUDED not ligand
CALM2_SCN4A,CALM2,SCN4A,novel,EXCLUDED not ligand
CALM2_SELL,CALM2,SELL,novel,EXCLUDED not ligand
CALM2_TRPC5,CALM2,TRPC5,novel,EXCLUDED not ligand
CALM3_ABCA1,CALM3,ABCA1,novel,EXCLUDED not ligand
CALM3_ADCY8,CALM3,ADCY8,novel,EXCLUDED not ligand
CALM3_AQP6,CALM3,AQP6,novel,EXCLUDED not ligand
CALM3_EGFR,CALM3,EGFR,novel,EXCLUDED not ligand
CALM3_GP6,CALM3,GP6,novel,EXCLUDED not ligand
CALM3_GRM5,CALM3,GRM5,novel,EXCLUDED not ligand
CALM3_GRM7,CALM3,GRM7,novel,EXCLUDED not ligand
CALM3_INSR,CALM3,INSR,novel,EXCLUDED not ligand
CALM3_KCNQ1,CALM3,KCNQ1,novel,EXCLUDED not ligand
CALM3_KCNQ3,CALM3,KCNQ3,novel,EXCLUDED not ligand
CALM3_KCNQ5,CALM3,KCNQ5,novel,EXCLUDED not ligand
CALM3_MYLK,CALM3,MYLK,known,EXCLUDED not ligand
CALM3_MYLK2,CALM3,MYLK2,known,EXCLUDED not ligand
CALM3_PDE1A,CALM3,PDE1A,known,EXCLUDED not ligand
CALM3_PDE1B,CALM3,PDE1B,known,EXCLUDED not ligand
CALM3_PDE1C,CALM3,PDE1C,known,EXCLUDED not ligand
CALM3_PPAPDC2,CALM3,PPAPDC2,novel,EXCLUDED not ligand
CALM3_SCN10A,CALM3,SCN10A,novel,EXCLUDED not ligand
CALM3_SCN4A,CALM3,SCN4A,novel,EXCLUDED not ligand
CALM3_SELL,CALM3,SELL,novel,EXCLUDED not ligand
CALM3_TRPC5,CALM3,TRPC5,novel,EXCLUDED not ligand
CALR_HLA-F,CALR,HLA-F,novel,putative
CALR_ITGA2B,CALR,ITGA2B,novel,literature supported
CALR_ITGA3,CALR,ITGA3,novel,literature supported
CALR_ITGAV,CALR,ITGAV,novel,literature supported
CALR_LRP1,CALR,LRP1,novel,literature supported
CALR_MTNR1A,CALR,MTNR1A,novel,literature supported
CALR_SCARF1,CALR,SCARF1,known,literature supported
CALR_TSHR,CALR,TSHR,novel,literature supported
CAMP_EGFR,CAMP,EGFR,novel,putative
CAMP_FPR2,CAMP,FPR2,known,literature supported
CAMP_IGF1R,CAMP,IGF1R,novel,putative
CAMP_P2RX7,CAMP,P2RX7,novel,putative
CCK_CCKAR,CCK,CCKAR,known,literature supported
CCK_CCKBR,CCK,CCKBR,known,literature supported
CCL11_ACKR2,CCL11,ACKR2,known,literature supported
CCL11_ACKR4,CCL11,ACKR4,novel,literature supported
CCL11_CCR2,CCL11,CCR2,known,literature supported
CCL11_CCR3,CCL11,CCR3,known,literature supported
CCL11_CCR5,CCL11,CCR5,known,literature supported
CCL11_CXCR3,CCL11,CXCR3,known,literature supported
CCL13_ACKR2,CCL13,ACKR2,known,literature supported
CCL13_ACKR4,CCL13,ACKR4,novel,literature supported
CCL13_CCR1,CCL13,CCR1,known,literature supported
CCL13_CCR2,CCL13,CCR2,known,literature supported
CCL13_CCR3,CCL13,CCR3,known,literature supported
CCL13_CCR5,CCL13,CCR5,known,literature supported
CCL13_CCR9,CCL13,CCR9,novel,putative
CCL13_CXCR3,CCL13,CXCR3,known,literature supported
CCL14_ACKR2,CCL14,ACKR2,known,literature supported
CCL14_CCR1,CCL14,CCR1,known,literature supported
CCL14_CCR3,CCL14,CCR3,novel,literature supported
CCL14_CCR5,CCL14,CCR5,known,literature supported
CCL15_CCR1,CCL15,CCR1,known,literature supported
CCL15_CCR3,CCL15,CCR3,known,literature supported
CCL16_CCR1,CCL16,CCR1,known,literature supported
CCL16_CCR2,CCL16,CCR2,known,literature supported
CCL16_CCR5,CCL16,CCR5,known,literature supported
CCL16_CCR8,CCL16,CCR8,novel,literature supported
CCL16_HRH4,CCL16,HRH4,known,literature supported
CCL17_CCR4,CCL17,CCR4,known,literature supported
CCL17_CCR8,CCL17,CCR8,known,literature supported
CCL17_DARC,CCL17,DARC,novel,literature supported
CCL18_C14orf1,CCL18,C14orf1,novel,literature supported
CCL19_ACKR2,CCL19,ACKR2,novel,literature supported
CCL19_ACKR4,CCL19,ACKR4,known,literature supported
CCL19_CCR10,CCL19,CCR10,novel,literature supported
CCL19_CCR7,CCL19,CCR7,known,literature supported
CCL19_CCRL2,CCL19,CCRL2,known,literature supported
CCL19_CXCR3,CCL19,CXCR3,known,literature supported
CCL1_CCR8,CCL1,CCR8,known,literature supported
CCL20_CCR6,CCL20,CCR6,known,literature supported
CCL20_CXCR3,CCL20,CXCR3,known,literature supported
CCL21_ACKR2,CCL21,ACKR2,novel,literature supported
CCL21_ACKR4,CCL21,ACKR4,known,literature supported
CCL21_CCR7,CCL21,CCR7,known,literature supported
CCL21_CXCR3,CCL21,CXCR3,known,literature supported
CCL22_CCR4,CCL22,CCR4,known,literature supported
CCL23_CCR1,CCL23,CCR1,known,literature supported
CCL24_CCR2,CCL24,CCR2,known,literature supported
CCL24_CCR3,CCL24,CCR3,known,literature supported
CCL25_ACKR2,CCL25,ACKR2,novel,literature supported
CCL25_ACKR4,CCL25,ACKR4,known,literature supported
CCL25_CCR10,CCL25,CCR10,novel,literature supported
CCL25_CCR9,CCL25,CCR9,known,literature supported
CCL26_CCR1,CCL26,CCR1,novel,literature supported
CCL26_CCR2,CCL26,CCR2,known,literature supported
CCL26_CCR3,CCL26,CCR3,known,literature supported
CCL27_ACKR2,CCL27,ACKR2,novel,literature supported
CCL27_CCR10,CCL27,CCR10,known,literature supported
CCL28_ACKR2,CCL28,ACKR2,novel,literature supported
CCL28_CCR10,CCL28,CCR10,known,literature supported
CCL28_CCR3,CCL28,CCR3,known,literature supported
CCL2_ACKR2,CCL2,ACKR2,known,literature supported
CCL2_ACKR4,CCL2,ACKR4,novel,literature supported
CCL2_CCR1,CCL2,CCR1,known,literature supported
CCL2_CCR10,CCL2,CCR10,novel,literature supported
CCL2_CCR2,CCL2,CCR2,known,literature supported
CCL2_CCR3,CCL2,CCR3,known,literature supported
CCL2_CCR4,CCL2,CCR4,known,literature supported
CCL2_CCR5,CCL2,CCR5,known,literature supported
CCL2_DARC,CCL2,DARC,known,literature supported
CCL3L1_CCR1,CCL3L1,CCR1,novel,literature supported
CCL3L1_CCR3,CCL3L1,CCR3,novel,literature supported
CCL3L1_CCR5,CCL3L1,CCR5,novel,literature supported
CCL3L3_ACKR2,CCL3L3,ACKR2,novel,literature supported
CCL3L3_CCR5,CCL3L3,CCR5,novel,literature supported
CCL3_ACKR2,CCL3,ACKR2,novel,literature supported
CCL3_CCR1,CCL3,CCR1,known,literature supported
CCL3_CCR3,CCL3,CCR3,novel,literature supported
CCL3_CCR4,CCL3,CCR4,novel,literature supported
CCL3_CCR5,CCL3,CCR5,known,literature supported
CCL4_ACKR2,CCL4,ACKR2,known,literature supported
CCL4_CCR1,CCL4,CCR1,known,literature supported
CCL4_CCR3,CCL4,CCR3,novel,literature supported
CCL4_CCR5,CCL4,CCR5,known,literature supported
CCL4_CCR8,CCL4,CCR8,known,literature supported
CCL5_ACKR2,CCL5,ACKR2,known,literature supported
CCL5_ACKR4,CCL5,ACKR4,novel,literature supported
CCL5_CCR1,CCL5,CCR1,known,literature supported
CCL5_CCR3,CCL5,CCR3,known,literature supported
CCL5_CCR4,CCL5,CCR4,known,literature supported
CCL5_CCR5,CCL5,CCR5,known,literature supported
CCL5_CXCR3,CCL5,CXCR3,known,literature supported
CCL5_DARC,CCL5,DARC,known,literature supported
CCL5_GPR75,CCL5,GPR75,known,literature supported
CCL5_SDC1,CCL5,SDC1,novel,literature supported
CCL5_SDC4,CCL5,SDC4,novel,literature supported
CCL7_ACKR2,CCL7,ACKR2,known,literature supported
CCL7_ACKR4,CCL7,ACKR4,novel,literature supported
CCL7_CCR1,CCL7,CCR1,known,literature supported
